brand,name,price_old,price_new,seller,rating,number_rating,frete_gratis,full,entrega_rapida,entrega_mesmo_dia,desconto,percentual_desconto
VILMA ENXOVAIS,Lençol Super King Avulso Com Elástico 200 Fios - Liquidação,78.0,61.0,Por LW Confeccoes ,4.6,1057.0,False,True,False,False,17.0,21.8
SKECHERS,Tênis Feminino Skechers Vapor Foam,499.0,379.0,Por Mercado Livre ,,,True,True,False,False,120.0,24.0
MULTIMÓVEIS,Painel Tv 60 Com 2 Leds Vegas Multimóveis V3394 Cor Madeirado,459.0,334.0,Por Multimoveis ,4.4,130.0,False,False,False,False,125.0,27.2
ADIDAS,Tênis Advantage Branco E Verde Tamanho 39 adidas,349.0,170.0,Por adidas ,4.8,632.0,False,True,True,False,179.0,51.3
CADENCE,Sanduicheira Minigrill Cadence Vermelha 127v,129.0,83.0,Por Mercado Livre ,4.8,1362.0,True,True,False,False,46.0,35.7
KENDALL,Meia Feminina Média Compressão C/ Silicone Kendall,195.0,129.0,Por Kendall ,4.6,843.0,False,True,True,False,66.0,33.8
TOPPER,Chuteira Futsal Topper Dominator Pró Profissional,485.0,292.0,Por Mundo das Bolas ,4.8,190.0,True,True,False,False,193.0,39.8
WAP,Fritadeira Elérica Air Fryer Oven Wap Waod2 12 Litros 4 Em 1 1800w Cor Preta 127v,950.0,599.0,Por Ismafer Ferramentas ,4.8,5.0,False,True,True,False,351.0,36.9
PORTO BRASIL CERÂMICA,"Conjunto C 6 Pratos De Sobremesa Madeleine Branco Ø20,5cm Porto Brasil",166.0,98.0,Por Mercado Livre ,4.8,183.0,False,True,True,False,68.0,41.0
OLYMPIKUS,Mochila Sportstyle Olympikus Nova Cor Off White Desenho Do Tecido Liso,239.0,185.0,vendedor não identificado,4.9,418.0,False,True,True,False,54.0,22.6
THE NORTH FACE,Mochila Vault The North Face Cor Preto,769.0,639.0,Por The North Face ,4.9,54.0,False,True,True,False,130.0,16.9
KÉRASTASE,Shampoo Kérastase Genesis Homme Bain De Force,150.0,136.0,Por Kerastase ,4.8,117.0,True,True,False,False,14.0,9.3
LA ROCHE-POSAY,Protetor Solar Corporal Anthelios Fps50 200ml La Roche-posay,142.0,78.0,Por La Roche Posay ,4.9,49.0,False,True,True,False,64.0,45.1
GALAXY,Kit 3 Pares Chuteira Society Original Costurada Promoção,172.0,164.0,vendedor não identificado,4.6,201.0,False,False,False,False,8.0,4.7
THE NORTH FACE,Jaqueta Masculina Cyclone 3 The North Face,899.0,776.0,Por The North Face ,5.0,1.0,False,True,True,False,123.0,13.7
,Meia Sapatilha Infantil Antiderrapante 4 Pares 0 A 10 Anos,56.0,46.0,vendedor não identificado,4.8,220.0,False,True,False,False,10.0,17.9
TOMMY HILFIGER,Camiseta Tommy Hilfiger Masculina Core Logo Tee Preta,249.0,154.0,Por Secret Outlet ,4.5,354.0,True,True,False,False,95.0,38.2
VIA ANGEL,Sandália Papete Feminina Ortopédica Anatômica Conforto 56.04,73.0,63.0,vendedor não identificado,4.7,2691.0,False,True,False,False,10.0,13.7
GENÉRICA,Kit5 Camisa Polo Lisa  Masculino Varias Cores,156.0,140.0,vendedor não identificado,4.5,50.0,False,False,True,False,16.0,10.3
LUPO,Kit Com 10 Pares De Meias Cano Médio Lupo ,165.0,99.0,Por Mercado Livre ,4.8,701.0,True,True,False,False,66.0,40.0
OLYMPIKUS,Mochila Braze Feminino E Masculino Olympikus,179.0,116.0,Por Mercado Livre ,4.8,308.0,True,True,False,False,63.0,35.2
WAP,Aspirador De Pó Vertical 2 Em 1 Wap Clean Speed 1000w 220v,258.0,158.0,Por Ismafer Ferramentas ,4.8,4845.0,False,True,True,False,100.0,38.8
ADIDAS,Chuteira Predator Club Society adidas,449.0,256.0,Por adidas ,,,True,True,False,False,193.0,43.0
LUPO,Kit Cueca Adulto Sunga Masculina Com 10 Unidades Lupo,349.0,199.0,Por Mercado Livre ,4.5,215.0,True,True,False,False,150.0,43.0
FILA,Fila Lifestyle Suede 18l Mochila Preta E Marrom,189.0,145.0,Por Fila ,4.8,121.0,True,True,False,False,44.0,23.3
RAY-BAN,Óculos De Sol New Caravan Unissex Ray-ban,990.0,643.0,Por Ray Ban ,5.0,48.0,False,True,True,False,347.0,35.1
KENDALL,Meia 3/4 Masculina Média Compressão Kendall,185.0,109.0,Por Kendall ,4.8,338.0,False,True,True,False,76.0,41.1
WOLFF,Faqueiro Aço Inox 101 Peças Firenze Wolff Cor Prateado,916.0,589.0,Por Mercado Livre ,4.7,12.0,True,True,False,False,327.0,35.7
SAMSONITE,Mala De Bordo Masculina E Feminina Kick Air Spinner 19 Exp Tsa Preto Samsonite,764.0,740.0,vendedor não identificado,5.0,89.0,True,True,False,False,24.0,3.1
ADIDAS,Moletom Capuz Essentials Big Logo Single Jersey Preto adidas,249.0,241.0,Por adidas ,,,False,True,True,False,8.0,3.2
THE BLACK TOOLS,Maquina De Solda Inversora Elétrica Eletrodo Mma Com Máscara E Acessórios The Black Tools,644.0,406.0,Por Ismafer Ferramentas ,4.7,466.0,False,False,True,False,238.0,37.0
ADIDAS,Moletom Feminino Essentials Três Listras adidas,249.0,241.0,Por adidas ,,,False,True,True,False,8.0,3.2
ADIDAS,Chuteira Masculina Campo F50 League adidas,665.0,644.0,Por adidas ,5.0,4.0,True,True,False,False,21.0,3.2
ADIDAS,Calça De Treino De Futebol Masc Tiro 25 Essentials adidas,249.0,241.0,Por adidas ,,,False,True,True,False,8.0,3.2
ADIDAS,"Mochila adidas Classic Bars 27,5l Passeio Cor Olive Strata / Black Desenho Do Tecido Liso",179.0,150.0,Por adidas ,4.8,78.0,True,True,False,False,29.0,16.2
OLYMPIKUS,Tênis Casual Feminino Easy 2 Azul Tamanho 36 Olympikus,199.0,145.0,Por Mercado Livre ,4.7,3742.0,True,True,False,False,54.0,27.1
ADIDAS,adidas Sportswear Grand Court Base 2.0 Tênis Masculino,349.0,207.0,Por adidas ,4.9,450.0,False,True,True,False,142.0,40.7
LUPO,Kit De Meias Masculino E Feminino Casuais 15 Pares Lupo,216.0,125.0,Por Mercado Livre ,4.9,207.0,True,True,False,False,91.0,42.1
WOLFF,"Porta-temperos Wolff Bambu Potes De Madeira Transparente Om Capacidade Para 12 Unidades, Inclui 12 Potes",229.0,199.0,Por Mercado Livre ,5.0,11.0,True,True,False,False,30.0,13.1
LYOR,Boleira De Vidro Com Pé E Tampa Diamond 31x13x22cm - Lyor,201.0,139.0,Por Mercado Livre ,5.0,1.0,False,True,True,False,62.0,30.8
ADIDAS,Tênis Grand Court Base 2.0 Masculino adidas,349.0,207.0,Por adidas ,4.9,450.0,False,True,True,False,142.0,40.7
ADIDAS,Kit 6 Pares Meias Unissex Cano Médio adidas,119.0,113.0,Por adidas ,4.9,21.0,False,True,True,False,6.0,5.0
DELRIO,Kit 10 Calcinhas Biquini Infantil Menina Cotton Miss Delrio,169.0,124.0,vendedor não identificado,4.9,277.0,False,True,True,False,45.0,26.6
